"from_node";"to_node";"label";"title";"roleCount";"is_same_level"
"smCountry_9";"src_2";"Significant Importer";"Vietnam is a notable importer of Corn, driven by feed and food processing (13)";"1";"0"
"src_1";"mat_1";"Chitin can be Extracted from Crustacean Shells";"Chitin can be extracted from Crustacean Shells by demineralisation and deproteinisation (32, 33)";"1";"0"
"src_1";"mat_2";"Chitin can be Extracted from Filamentuous Fungi";"Chitin can be extracted from cell walls of Filamentous Fungi (35)";"1";"0"
"src_10";"mat_3";"Animal Skins/Hides can be Harvested from Bovine (Cow)";"Bovine Hides are thick and Collagen-rich, used in Leather production, Gelatin extraction, and biomedical materials like collagen sheets";"1";"0"
"src_10";"mat_5";"Animal Skins/Hides can be Harvested from Porcine (Pig)";"Porcine Skins are softer and have high fat content. They are commonly processed into food-grade Gelatin, Sausage Casings, and cosmetic-grade Collagen";"1";"0"
"src_10";"mat_6";"Animal Skins/Hides can be Harvested from Avian (Poultry/Fowls)";"Avian Skin, especially from chickens, is thin and often rendered for Fat (e.g., schmaltz) but also used in some Collagen Peptide and Broth production";"1";"0"
"src_11";"mat_3";"Animal Tendons, Ligaments, and Fascia can be Harvested from Bovine (Cow)";"Bovine Connective Tissues are strong and high in Type I Collagen. They are used for Joint Health Supplements, Sports Nutrition, and surgical materials";"1";"0"
"src_11";"mat_5";"Animal Tendons, Ligaments, and Fascia can be Harvested from Porcine (Pig)";"Porcine Connective Tissues are flexible and used in similar applications to Bovine but with slightly different processing behavior and Collagen yield";"1";"0"
"src_11";"mat_6";"Animal Tendons, Ligaments, and Fascia can be Harvested from Avian (Poultry/Fowls)";"Avian Tendons and Fascia are smaller and less commonly used industrially, but still processed into Broths and low-yield Collagen sources";"1";"0"
"src_12";"mat_10";"Fish Scales & Skin can be Harvested from Wild-Caught Fish";"Fish Skins & Scales from Wild-Caught Fish (often species like Cod, Tilapia, and Sardines), are collected as Byproducts for further processing";"1";"0"
"src_12";"mat_7";"Fish Scales & Skin can be Harvested from Farmed Fish";"Fish Skin and Scales (esp. from tilapia, cod, carp) are lightweight and high in Type I Collagen. They’re processed into Marine Collagen, Biofilms, Wound Dressings, and cosmetic actives";"1";"0"
"src_13";"mat_10";"Other Fish Parts can be Harvested from Wild-Caught Fish";"Other Fish Parts from Wild-Caught Fish, such as heads, bones, and viscera, are used as Byproducts for Fish Meal, Fish Oil, and Nutritional Supplments";"1";"0"
"src_13";"mat_7";"Other Fish Parts can be Harvested from Farmed Fish";"Includes Fish Heads, Fins, and Vertebrae, rich in Collagen, minerals, and oils. Often used for Broth, Fish Meal, hydrolyzed protein, and pharmaceutical inputs";"1";"0"
"src_14";"mat_9";"DMS (Dimethyl Sulfide) can be Degraded/Broken Down from Lignin (Wood)";"DMS is formed through the chemical degradation of sulfur-containing compounds in Lignin, commonly occurring during the Kraft pulping of wood in paper production";"1";"0"
"src_15";"src_14";;"DMS is chemically oxidised to produce DMSO";"1";"1"
"src_16";"mat_6";"Rooster Combs can be Harvested from Avian (Poultry/Fowls)";"Rooster Combs can be harvested from farmed Poultry";"1";"0"
"src_17";"ind_5";"Bacteria (Streptococcus spp. or Bacillus spp.) is a Primary Product of Biotechnology";"In modern HA production, starter cultures of bacteria are maintained in biorepositories";"1";"0"
"src_18";"mat_10";"Fish Meat & Products can be Harvested from Wild-Caught Fish";"Fish Meat from Wild Caught Fish is harvested from natural marine and freshwater environments, commonly sourced from species such as Cod, Tuna, Anchovies, and Sardines";"1";"0"
"src_18";"mat_7";"Fish Meat & Products can be Harvested from Farmed Fish";"Fish Meat from Farmed Fish is sourced from aquaculture, commonly including species such as Salmon, Tilapia, Catfish, and Carp";"1";"0"
"src_2";"ind_1";"Corn is a Main Product of Corn Farming";"Corn is harvested directly from the maize plant in Corn Farming";"1";"0"
"src_3";"mat_3";"Animal Cartilage can be Harvested from Bovine (Cow)";"Bovine is a major source for animal cartilage, typically sourced from the trachea, ribs, or sternum of cows";"1";"0"
"src_3";"mat_5";"Animal Cartilage can be Harvested from Porcine (Pig)";"Cartilage can be harvested from the trachea, ribs, or joints of pigs - a major source of cartilage alongside bovine";"1";"0"
"src_3";"mat_6";"Animal Cartilage can be Harvested from Avian (Poultry/Fowls)";"Avian cartilage is primarily sourced from poultry like chickens, turkeys, or ducks (from joints, sternum, or trachea)";"1";"0"
"src_3";"src_5";;"Shark Cartilage is another source for Animal Cartilage";"1";"1"
"src_5";"mat_4";"Shark Cartilage can be Harvested from Sharks and Elasmobranchs";"Cartilage can be harvested from the skeletons and fins of cartilagenous fish like sharks, rays, skates";"1";"0"
"src_6";"mat_3";"Beef (Bovine Meat) can be Harvested from Bovine (Cow)";"Beef is the meat derived from farmed Bovines";"1";"0"
"src_7";"mat_5";"Pork (Pig Meat) can be Harvested from Porcine (Pig)";"Pork is the meat harvested as the main product from farmed Porcines";"1";"0"
"src_8";"mat_6";"Poultry (Avian Meat) can be Harvested from Avian (Poultry/Fowls)";"Poultry (e.g. chicken, duck, turkey) is the meat harvested from farmed Avian species";"1";"0"
"src_9";"mat_3";"Animal Bones can be Harvested from Bovine (Cow)";"Bovine Bones are dense and rich in Type I Collagen and Calcium Phosphate. They are widely processed in the Rendering industry for Gelatin, Bone Meal, Pet Food, Calcium Supplements, and biomedical uses";"1";"0"
"src_9";"mat_5";"Animal Bones can be Harvested from Porcine (Pig)";"Porcine Bones have slightly less density than bovine and a different fat profile. They are often used for Gelatin production, Bone Broth, and food-grade Phosphate extraction";"1";"0"
"src_9";"mat_6";"Animal Bones can be Harvested from Avian (Poultry/Fowls)";"Avian Bones (from chickens, ducks, etc.) are lighter and more porous, used in Feed Supplements, Hydroxyapatite extraction, and occasionally Gelatin production for niche applications";"1";"0"
